ref,Site Address,Proposal,Total units on devt,Ward,Parish,Deed Ref,Deed Type,Date Signed,RSL,Tenure,No of units for this mix type,% AH of total units for permission,Mix type
14-AP-0833,"237 WALWORTH ROAD, LONDON SE17 1RL","Erection of two buildings, one a 5 storey building plus lower ground floor and part basement plant room to provide student accommodation (143 bedspaces) and the other a part 2, part 3, part 4 storey building together with a single storey extension to the flying freehold to provide 4 dwelling houses and 3 dwellings (Class C3), the provision of four disabled car parking spaces, cycle parking and associated landscaping works",7.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,16/12/2014,TO BE CONFIRMED,Shared Own,1,14.29,2 bed wch/acc
14-AP-0833,"237 WALWORTH ROAD, LONDON SE17 1RL","Erection of two buildings, one a 5 storey building plus lower ground floor and part basement plant room to provide student accommodation (143 bedspaces) and the other a part 2, part 3, part 4 storey building together with a single storey extension to the flying freehold to provide 4 dwelling houses and 3 dwellings (Class C3), the provision of four disabled car parking spaces, cycle parking and associated landscaping works",7.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,16/12/2014,TO BE CONFIRMED,Social Rent,2,28.57,4 bed wch/acc
14-AP-0833,"237 WALWORTH ROAD, LONDON SE17 1RL","Erection of two buildings, one a 5 storey building plus lower ground floor and part basement plant room to provide student accommodation (143 bedspaces) and the other a part 2, part 3, part 4 storey building together with a single storey extension to the flying freehold to provide 4 dwelling houses and 3 dwellings (Class C3), the provision of four disabled car parking spaces, cycle parking and associated landscaping works",7.00,East Walworth Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,16/12/2014,TO BE CONFIRMED,Social Rent,2,28.57,5 bed wch/acc
14-AP-1085,"170 SUMNER ROAD, LONDON, SE15 6JL","Demolition of existing vacant office building followed by the erection of 14 residential units in a part 3-storey, part 4-storey building comprising 5 x 1-bed units,  6 x 2-bed units and 3 x 3-bed units, complete with roof-mounted solar panel installations and associated landscaping, boundary treatments, car parking, cycle and refuse storage areas.",14.00,Peckham Ward (P&N),Peckham and Nunhead,Principal Deed,S106 Agreement,01/09/2014,TO BE CONFIRMED,Shared Own,5,35.71,2 Bed
14-AP-1085,"170 SUMNER ROAD, LONDON, SE15 6JL","Demolition of existing vacant office building followed by the erection of 14 residential units in a part 3-storey, part 4-storey building comprising 5 x 1-bed units,  6 x 2-bed units and 3 x 3-bed units, complete with roof-mounted solar panel installations and associated landscaping, boundary treatments, car parking, cycle and refuse storage areas.",14.00,Peckham Ward (P&N),Peckham and Nunhead,Variation,Variation,30/09/2016,TO BE CONFIRMED,Shared Own,5,35.71,2 Bed
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,11/03/2015,Barratt London Limited,Aff Rent,8,2.38,1 Bed Flat
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,11/03/2015,Barratt London Limited,Aff Rent,8,2.38,1 Bed Flat
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,11/03/2015,Barratt London Limited,Shared Own,9,2.68,1 Bed Flat
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,11/03/2015,Barratt London Limited,Shared Own,9,2.68,1 Bed Flat
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,11/03/2015,Barratt London Limited,Aff Rent,40,11.90,2 Bed Flat
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,11/03/2015,Barratt London Limited,Aff Rent,40,11.90,2 Bed Flat
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,11/03/2015,Barratt London Limited,Shared Own,20,5.95,2 Bed Flat
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,11/03/2015,Barratt London Limited,Shared Own,20,5.95,2 Bed Flat
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,11/03/2015,Barratt London Limited,Shared Own,6,1.79,2 bed wch/acc
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,11/03/2015,Barratt London Limited,Shared Own,6,1.79,2 bed wch/acc
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,11/03/2015,Barratt London Limited,Social Rent,8,2.38,3 Bed Flat
14-AP-1862,"128-150 BLACKFRIARS ROAD, LONDON, SE1","Demolition of existing buildings and development of a mixed use scheme comprised of 5 buildings ranging between 5 and 27 storeys high (maximum height of 96.5m AOD to top of roof plant), comprising 336 residential units (Class C3), 2,502sqm of office (Class B1), 1,200sqm of retail (Class A1-A4), 528sqm of office or retail (Class B1 or Class A1-A4) and 154sqm of ancillary residential floorspace (residents gym), 79 basement car parking spaces together with access, hard and soft landscaping and other associated works incidental to the development.
The application is accompanied by an Environmental Statement submitted pursuant to the Town and Country  Planning (Environmental Impact Assessment) 2011.",336.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed - Plans,S106 Agreement,11/03/2015,Barratt London Limited,Social Rent,8,2.38,3 Bed Flat
14-AP-3276,"LAND AT CAMBERWELL AREA HOUSING OFFICE, HARRIS STREET, 1-27 BENHILL ROAD AND 29-59 BENHILL ROAD, LONDON SE5","Demolition of the existing buildings to facilitate the redevelopment of the site and the provision of 54 residential units of accommodation (4x4 bed, 15x3 bed, 18x2 bed and 17x1 bed) in buildings ranging from 3 to 4 storeys in height, together with associated car parking, cycle parking and landscaping.",54.00,Brunswick Park Ward (Camberwell),Camberwell,Variation,Variation,05/08/2016,Family Mosaic,Shared Own,2,3.70,1 Bed
14-AP-3276,"LAND AT CAMBERWELL AREA HOUSING OFFICE, HARRIS STREET, 1-27 BENHILL ROAD AND 29-59 BENHILL ROAD, LONDON SE5","Demolition of the existing buildings to facilitate the redevelopment of the site and the provision of 54 residential units of accommodation (4x4 bed, 15x3 bed, 18x2 bed and 17x1 bed) in buildings ranging from 3 to 4 storeys in height, together with associated car parking, cycle parking and landscaping.",54.00,Brunswick Park Ward (Camberwell),Camberwell,Principal Deed,S106 Agreement,31/03/2015,Family Mosaic,Shared Own,2,3.70,1 Bed
14-AP-3276,"LAND AT CAMBERWELL AREA HOUSING OFFICE, HARRIS STREET, 1-27 BENHILL ROAD AND 29-59 BENHILL ROAD, LONDON SE5","Demolition of the existing buildings to facilitate the redevelopment of the site and the provision of 54 residential units of accommodation (4x4 bed, 15x3 bed, 18x2 bed and 17x1 bed) in buildings ranging from 3 to 4 storeys in height, together with associated car parking, cycle parking and landscaping.",54.00,Brunswick Park Ward (Camberwell),Camberwell,Variation,Variation,05/08/2016,Family Mosaic,Social Rent,5,9.26,1 Bed
14-AP-3276,"LAND AT CAMBERWELL AREA HOUSING OFFICE, HARRIS STREET, 1-27 BENHILL ROAD AND 29-59 BENHILL ROAD, LONDON SE5","Demolition of the existing buildings to facilitate the redevelopment of the site and the provision of 54 residential units of accommodation (4x4 bed, 15x3 bed, 18x2 bed and 17x1 bed) in buildings ranging from 3 to 4 storeys in height, together with associated car parking, cycle parking and landscaping.",54.00,Brunswick Park Ward (Camberwell),Camberwell,Principal Deed,S106 Agreement,31/03/2015,Family Mosaic,Social Rent,5,9.26,1 Bed
14-AP-3276,"LAND AT CAMBERWELL AREA HOUSING OFFICE, HARRIS STREET, 1-27 BENHILL ROAD AND 29-59 BENHILL ROAD, LONDON SE5","Demolition of the existing buildings to facilitate the redevelopment of the site and the provision of 54 residential units of accommodation (4x4 bed, 15x3 bed, 18x2 bed and 17x1 bed) in buildings ranging from 3 to 4 storeys in height, together with associated car parking, cycle parking and landscaping.",54.00,Brunswick Park Ward (Camberwell),Camberwell,Variation,Variation,05/08/2016,Family Mosaic,Shared Own,4,7.41,2 Bed
